restaurant_id,name,neighborhood,cuisines,vibe,special_title,special_cadence,event_title,event_timing,source_url,contact_email,image_url,image_alt,image_source_url,image_source_type,image_rights_basis,image_permission_confirmed,image_attribution,image_review_state
osm-node-3763276958-rosie-s-burgers,Rosie's Burgers,Downtown,,,,,,,,,,Rosie's Burgers restaurant photo,,owner_submission,owner_attestation,,Rosie's Burgers,needs_review
osm-node-1921057082-royal-nova-scotia-yacht-squadron,Royal Nova Scotia Yacht Squadron,South End,,,,,,,,,,Royal Nova Scotia Yacht Squadron restaurant photo,,owner_submission,owner_attestation,,Royal Nova Scotia Yacht Squadron,needs_review
osm-node-37132718-rudy-s,Rudy's,Downtown,,,,,,,,,,Rudy's restaurant photo,,owner_submission,owner_attestation,,Rudy's,needs_review
osm-node-9652977384-saffron-multi-cuisine-indian-restaurant,Saffron Multi Cuisine Indian Restaurant,Armdale / Fairview,,,,,,,https://saffron-indian-restaurant.com/,,,Saffron Multi Cuisine Indian Restaurant restaurant photo,,owner_submission,owner_attestation,,Saffron Multi Cuisine Indian Restaurant,needs_review
osm-node-13098723104-salt-sol,Salt + Sol,Downtown,,,,,,,,,,Salt + Sol restaurant photo,,owner_submission,owner_attestation,,Salt + Sol,needs_review
osm-node-620090337-sam-s-seafood,Sam's Seafood,Dartmouth,,,,,,,,,,Sam's Seafood restaurant photo,,owner_submission,owner_attestation,,Sam's Seafood,needs_review
osm-node-10916309831-sapori,Sapori,Downtown,,,,,,,,,,Sapori restaurant photo,,owner_submission,owner_attestation,,Sapori,needs_review
osm-node-3104145316-seasons-at-atlantica,Seasons at Atlantica,Downtown,,,,,,,,,,Seasons at Atlantica restaurant photo,,owner_submission,owner_attestation,,Seasons at Atlantica,needs_review
osm-node-620090340-second-cup,Second Cup,Dartmouth,,,,,,,,,,Second Cup restaurant photo,,owner_submission,owner_attestation,,Second Cup,needs_review
osm-node-4678751901-second-cup,Second Cup,Dartmouth,,,,,,,,,,Second Cup restaurant photo,,owner_submission,owner_attestation,,Second Cup,needs_review
osm-node-11526163888-second-cup,Second Cup,South End,,,,,,,,,,Second Cup restaurant photo,,owner_submission,owner_attestation,,Second Cup,needs_review
osm-node-12960016418-seven-bays,Seven Bays,Downtown,,,,,,,,,,Seven Bays restaurant photo,,owner_submission,owner_attestation,,Seven Bays,needs_review
osm-node-13255161282-shandiz-restaurant,Shandiz Restaurant,Halifax Peninsula,,,,,,,,,,Shandiz Restaurant restaurant photo,,owner_submission,owner_attestation,,Shandiz Restaurant,needs_review
osm-node-6393893024-shengs-chinese-restaurant,Shengs Chinese Restaurant,Regency Park,,,,,,,,,,Shengs Chinese Restaurant restaurant photo,,owner_submission,owner_attestation,,Shengs Chinese Restaurant,needs_review
osm-node-7674268236-shiraz,Shiraz,Waterfront,,,,,,,https://www.shirazhalifax.ca/,,,Shiraz restaurant photo,,owner_submission,owner_attestation,,Shiraz,needs_review
osm-node-2714920432-sicilian-pizza,Sicilian Pizza,West End,,,,,,,,,,Sicilian Pizza restaurant photo,,owner_submission,owner_attestation,,Sicilian Pizza,needs_review
osm-node-31794061-silver-dragon-restaurant,Silver Dragon Restaurant,North End,,,,,,,,,,Silver Dragon Restaurant restaurant photo,,owner_submission,owner_attestation,,Silver Dragon Restaurant,needs_review
osm-node-5139612422-smiling-goat,smiling goat,Downtown,,,,,,,,,,smiling goat restaurant photo,,owner_submission,owner_attestation,,smiling goat,needs_review
osm-node-30945183-smitty-s,Smitty's,Regency Park,,,,,,,,,,Smitty's restaurant photo,,owner_submission,owner_attestation,,Smitty's,needs_review
osm-node-5157417327-smoke-s-poutinerie,Smoke's Poutinerie,Downtown,,,,,,,,,,Smoke's Poutinerie restaurant photo,,owner_submission,owner_attestation,,Smoke's Poutinerie,needs_review
osm-node-5229231130-smoke-s-poutinerie,Smoke's Poutinerie,Downtown,,,,,,,,,,Smoke's Poutinerie restaurant photo,,owner_submission,owner_attestation,,Smoke's Poutinerie,needs_review
osm-node-475879370-snappy-tomato-s-pizzeria,Snappy Tomato's Pizzeria,South End,,,,,,,,,,Snappy Tomato's Pizzeria restaurant photo,,owner_submission,owner_attestation,,Snappy Tomato's Pizzeria,needs_review
osm-node-6841382577-sniggily-wiggily-s-beer-n-booze-concreatery,Sniggily Wiggily's Beer N' Booze Concreatery,Downtown,,,,,,,,,,Sniggily Wiggily's Beer N' Booze Concreatery restaurant photo,,owner_submission,owner_attestation,,Sniggily Wiggily's Beer N' Booze Concreatery,needs_review
osm-node-13255108538-soberish-mocktail-shoppe,Soberish Mocktail Shoppe,Downtown,,,,,,,,,,Soberish Mocktail Shoppe restaurant photo,,owner_submission,owner_attestation,,Soberish Mocktail Shoppe,needs_review
osm-node-3097564346-song-s-korean-food,Song's Korean Food,Downtown,,,,,,,,,,Song's Korean Food restaurant photo,,owner_submission,owner_attestation,,Song's Korean Food,needs_review
osm-node-1689418196-split-crow,Split Crow,Downtown,,,,,,,,,,Split Crow restaurant photo,,owner_submission,owner_attestation,,Split Crow,needs_review
osm-node-33117717-staff-of-life-bakery-and-cafe,Staff of Life Bakery and Cafe,Downtown,,,,,,,,,,Staff of Life Bakery and Cafe restaurant photo,,owner_submission,owner_attestation,,Staff of Life Bakery and Cafe,needs_review
osm-node-3800098557-stagger-s,Stagger's,Dartmouth,,,,,,,,,,Stagger's restaurant photo,,owner_submission,owner_attestation,,Stagger's,needs_review
osm-node-1748435000-starbucks,Starbucks,Downtown,,,,,,,,,,Starbucks restaurant photo,,owner_submission,owner_attestation,,Starbucks,needs_review
osm-node-2712744153-starbucks,Starbucks,Downtown,,,,,,,,,,Starbucks restaurant photo,,owner_submission,owner_attestation,,Starbucks,needs_review
osm-node-5056880420-starbucks,Starbucks,Dartmouth,,,,,,,,,,Starbucks restaurant photo,,owner_submission,owner_attestation,,Starbucks,needs_review
osm-node-3796264081-stayner-s-wharf,Stayner's Wharf,Downtown,,,,,,,,,,Stayner's Wharf restaurant photo,,owner_submission,owner_attestation,,Stayner's Wharf,needs_review
osm-way-505336809-steak-and-stein,Steak and Stein,Dartmouth,,,,,,,,,,Steak and Stein restaurant photo,,owner_submission,owner_attestation,,Steak and Stein,needs_review
osm-node-1836752911-steve-o-renos,Steve-o-Renos,Downtown,,,,,,,,,,Steve-o-Renos restaurant photo,,owner_submission,owner_attestation,,Steve-o-Renos,needs_review
osm-node-3205029165-stillwell-freehouse,Stillwell Freehouse,North End,,,,,,,,,,Stillwell Freehouse restaurant photo,,owner_submission,owner_attestation,,Stillwell Freehouse,needs_review
osm-node-475877099-stories,Stories,South End,,,,,,,,,,Stories restaurant photo,,owner_submission,owner_attestation,,Stories,needs_review
osm-node-13262236018-studio-east,Studio East,Downtown,,,,,,,,,,Studio East restaurant photo,,owner_submission,owner_attestation,,Studio East,needs_review
osm-node-33078704-subway,Subway,Downtown,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-815496275-subway,Subway,Armdale / Fairview,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-1819605596-subway,Subway,South End,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-2511306498-subway,Subway,Dartmouth,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-2611393936-subway,Subway,Dartmouth,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-3030036928-subway,Subway,Downtown,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-3794287558-subway,Subway,Downtown,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-4081593184-subway,Subway,South End,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-4395473556-subway,Subway,Dartmouth,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-4416665991-subway,Subway,South End,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-4417640489-subway,Subway,Dartmouth,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-4954870481-subway,Subway,Dartmouth,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-5432436621-subway,Subway,North End,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-7021710019-subway,Subway,West End,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-10099161131-subway,Subway,West End,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-11526163887-subway,Subway,South End,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-11808562718-subway,Subway,South End,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-way-171149705-subway,Subway,Armdale / Fairview,,,,,,,,,,Subway restaurant photo,,owner_submission,owner_attestation,,Subway,needs_review
osm-node-7590042414-suda-table,Suda Table,North End,,,,,,,,,,Suda Table restaurant photo,,owner_submission,owner_attestation,,Suda Table,needs_review
osm-node-11552151862-sushi-jet,Sushi Jet,Dartmouth,,,,,,,https://sushi-jet.com/location/dartmouth,,,Sushi Jet restaurant photo,,owner_submission,owner_attestation,,Sushi Jet,needs_review
osm-node-11552180279-sushi-jet,Sushi Jet,Downtown,,,,,,,https://sushi-jet.com/location/Halifax,,,Sushi Jet restaurant photo,,owner_submission,owner_attestation,,Sushi Jet,needs_review
osm-node-2712744154-sushi-you-and-me,Sushi You & Me,Downtown,,,,,,,,,,Sushi You & Me restaurant photo,,owner_submission,owner_attestation,,Sushi You & Me,needs_review
osm-node-2721708502-suzuki-japanese-restaurant,Suzuki Japanese Restaurant,Downtown,,,,,,,http://www.suzukirestaurant.ca/,,,Suzuki Japanese Restaurant restaurant photo,,owner_submission,owner_attestation,,Suzuki Japanese Restaurant,needs_review
osm-node-10916324273-swanky-burger,Swanky Burger,Downtown,,,,,,,,,,Swanky Burger restaurant photo,,owner_submission,owner_attestation,,Swanky Burger,needs_review
osm-node-3097611862-sweet-hereafter,Sweet Hereafter,Downtown,,,,,,,,,,Sweet Hereafter restaurant photo,,owner_submission,owner_attestation,,Sweet Hereafter,needs_review
osm-node-13098723102-sweet-n-salty,Sweet n' Salty,Downtown,,,,,,,,,,Sweet n' Salty restaurant photo,,owner_submission,owner_attestation,,Sweet n' Salty,needs_review
osm-node-4424084202-sweets-and-snacks,Sweets & Snacks,Halifax Peninsula,,,,,,,,,,Sweets & Snacks restaurant photo,,owner_submission,owner_attestation,,Sweets & Snacks,needs_review
osm-node-30945181-swiss-chalet,Swiss Chalet,Armdale / Fairview,,,,,,,,,,Swiss Chalet restaurant photo,,owner_submission,owner_attestation,,Swiss Chalet,needs_review
osm-node-4696483837-swiss-chalet,Swiss Chalet,Dartmouth,,,,,,,,,,Swiss Chalet restaurant photo,,owner_submission,owner_attestation,,Swiss Chalet,needs_review
osm-way-366157259-swiss-chalet,Swiss Chalet,West End,,,,,,,,,,Swiss Chalet restaurant photo,,owner_submission,owner_attestation,,Swiss Chalet,needs_review
osm-node-10595589276-syriana-market-restaurant,Syriana Market Restaurant,West End,,,,,,,,,,Syriana Market Restaurant restaurant photo,,owner_submission,owner_attestation,,Syriana Market Restaurant,needs_review
osm-node-1139389654-taboo,Taboo,Downtown,,,,,,,,,,Taboo restaurant photo,,owner_submission,owner_attestation,,Taboo,needs_review
osm-node-37132701-taipan-express,Taipan Express,Downtown,,,,,,,,,,Taipan Express restaurant photo,,owner_submission,owner_attestation,,Taipan Express,needs_review
osm-node-8219897705-tako-loco,Tako Loco,North End,,,,,,,,,,Tako Loco restaurant photo,,owner_submission,owner_attestation,,Tako Loco,needs_review
osm-node-6031039163-talay-thai,Talay Thai,South End,,,,,,,,,,Talay Thai restaurant photo,,owner_submission,owner_attestation,,Talay Thai,needs_review
osm-node-5981503337-tanners-allstar-deli-and-grill,Tanners AllStar Deli & Grill,South End,,,,,,,,,,Tanners AllStar Deli & Grill restaurant photo,,owner_submission,owner_attestation,,Tanners AllStar Deli & Grill,needs_review
osm-node-9416778099-tarek-s-cafe,Tarek's Cafe,North End,,,,,,,http://www.tarekscafe.ca/,,,Tarek's Cafe restaurant photo,,owner_submission,owner_attestation,,Tarek's Cafe,needs_review
osm-node-5149948722-tart-and-soul,Tart & Soul,South End,,,,,,,,,,Tart & Soul restaurant photo,,owner_submission,owner_attestation,,Tart & Soul,needs_review
osm-node-8066235501-thai-express,Thaï Express,Dartmouth,,,,,,,,,,Thaï Express restaurant photo,,owner_submission,owner_attestation,,Thaï Express,needs_review
osm-node-3802480457-the-auction-house,The Auction House,Downtown,,,,,,,,,,The Auction House restaurant photo,,owner_submission,owner_attestation,,The Auction House,needs_review
osm-node-10916234445-the-barrington,The Barrington,Downtown,,,,,,,,,,The Barrington restaurant photo,,owner_submission,owner_attestation,,The Barrington,needs_review
osm-node-5151935621-the-bedford-basin-market,the Bedford Basin Market,Armdale / Fairview,,,,,,,https://www.bedfordbasinmarket.com,,,the Bedford Basin Market restaurant photo,,owner_submission,owner_attestation,,the Bedford Basin Market,needs_review
osm-node-11611960223-the-big-wedge,The Big Wedge,North End,,,,,,,,,,The Big Wedge restaurant photo,,owner_submission,owner_attestation,,The Big Wedge,needs_review
osm-node-11577590318-the-bonfire,The Bonfire,Downtown,,,,,,,,,,The Bonfire restaurant photo,,owner_submission,owner_attestation,,The Bonfire,needs_review
osm-node-11609558779-the-bread-lounge,The Bread Lounge,West End,,,,,,,,,,The Bread Lounge restaurant photo,,owner_submission,owner_attestation,,The Bread Lounge,needs_review
osm-node-1921015225-the-brooklyn-warehouse,The Brooklyn Warehouse,North End,,,,,,,https://brooklynwarehouse.ca/,,,The Brooklyn Warehouse restaurant photo,,owner_submission,owner_attestation,,The Brooklyn Warehouse,needs_review
osm-node-3789833657-the-brown-hound,The Brown Hound,North End,,,,,,,,,,The Brown Hound restaurant photo,,owner_submission,owner_attestation,,The Brown Hound,needs_review
osm-node-8622604791-the-brown-hound,The Brown Hound,Downtown,,,,,,,,,,The Brown Hound restaurant photo,,owner_submission,owner_attestation,,The Brown Hound,needs_review
osm-node-2624724240-the-brown-hound-public-house,The Brown Hound Public House,North End,,,,,,,,,,The Brown Hound Public House restaurant photo,,owner_submission,owner_attestation,,The Brown Hound Public House,needs_review
osm-node-5157477122-the-butcher-s-block-pub-and-eatery,The Butcher's Block Pub and Eatery,Bedford,,,,,,,http://www.butchersblockpub.com/,,,The Butcher's Block Pub and Eatery restaurant photo,,owner_submission,owner_attestation,,The Butcher's Block Pub and Eatery,needs_review
osm-node-13037895605-the-cheeky-neighbour-diner,The Cheeky Neighbour Diner,Downtown,,,,,,,,,,The Cheeky Neighbour Diner restaurant photo,,owner_submission,owner_attestation,,The Cheeky Neighbour Diner,needs_review
osm-node-11695080432-the-daily-grind,The Daily Grind,Downtown,,,,,,,,,,The Daily Grind restaurant photo,,owner_submission,owner_attestation,,The Daily Grind,needs_review
osm-node-1139389574-the-dome,The Dome,Downtown,,,,,,,,,,The Dome restaurant photo,,owner_submission,owner_attestation,,The Dome,needs_review
osm-node-12291896201-the-east-coast-hub-saloon,The East Coast Hub Saloon,Dartmouth,,,,,,,,,,The East Coast Hub Saloon restaurant photo,,owner_submission,owner_attestation,,The East Coast Hub Saloon,needs_review
osm-node-13059993301-the-empanada-shop,The Empanada Shop,Downtown,,,,,,,,,,The Empanada Shop restaurant photo,,owner_submission,owner_attestation,,The Empanada Shop,needs_review
osm-node-5149945923-the-foggy-goggle,The Foggy Goggle,North End,,,,,,,,,,The Foggy Goggle restaurant photo,,owner_submission,owner_attestation,,The Foggy Goggle,needs_review
osm-node-12153900219-the-forth-pull,The Forth Pull,Downtown,,,,,,,,,,The Forth Pull restaurant photo,,owner_submission,owner_attestation,,The Forth Pull,needs_review
osm-node-11752688345-the-grounds-cafe-by-drift-coffee,The Grounds Cafe by Drift Coffee,Downtown,,,,,,,https://www.instagram.com/driftcoffeehfx/,,,The Grounds Cafe by Drift Coffee restaurant photo,,owner_submission,owner_attestation,,The Grounds Cafe by Drift Coffee,needs_review
osm-node-5343369587-the-halifax-club,The Halifax Club,Waterfront,,,,,,,,,,The Halifax Club restaurant photo,,owner_submission,owner_attestation,,The Halifax Club,needs_review
osm-node-10099149520-the-happy-plate,The happy plate,West End,,,,,,,,,,The happy plate restaurant photo,,owner_submission,owner_attestation,,The happy plate,needs_review
osm-node-7947984988-the-hungry-hut,The Hungry Hut,Halifax Peninsula,,,,,,,,,,The Hungry Hut restaurant photo,,owner_submission,owner_attestation,,The Hungry Hut,needs_review
osm-node-5150054326-the-imperial-bombay,The Imperial Bombay,Downtown,,,,,,,,,,The Imperial Bombay restaurant photo,,owner_submission,owner_attestation,,The Imperial Bombay,needs_review
osm-node-3789835257-the-juice-press,The Juice Press,Waterfront,,,,,,,https://bishopslanding.com/dining/juice-press-inc/,,,The Juice Press restaurant photo,,owner_submission,owner_attestation,,The Juice Press,needs_review
osm-node-13188991858-the-loaded-ladle,The Loaded Ladle,South End,,,,,,,,,,The Loaded Ladle restaurant photo,,owner_submission,owner_attestation,,The Loaded Ladle,needs_review
osm-node-6944035163-the-local,The Local,Downtown,,,,,,,,,,The Local restaurant photo,,owner_submission,owner_attestation,,The Local,needs_review
osm-node-3800098558-the-new-landing,The New Landing,Dartmouth,,,,,,,,,,The New Landing restaurant photo,,owner_submission,owner_attestation,,The New Landing,needs_review
osm-node-3797106957-the-nook,The Nook,North End,,,,,,,http://www.thenookhfx.ca/#about,,,The Nook restaurant photo,,owner_submission,owner_attestation,,The Nook,needs_review
osm-way-319792812-the-orient,The Orient,Armdale / Fairview,,,,,,,,,,The Orient restaurant photo,,owner_submission,owner_attestation,,The Orient,needs_review
osm-node-11799155320-the-osney,The Osney,Downtown,,,,,,,,,,The Osney restaurant photo,,owner_submission,owner_attestation,,The Osney,needs_review
osm-node-3796304657-the-oxford-taproom,The Oxford Taproom,Halifax Peninsula,,,,,,,,,,The Oxford Taproom restaurant photo,,owner_submission,owner_attestation,,The Oxford Taproom,needs_review
osm-node-5863968632-the-pint,The Pint,Downtown,,,,,,,,,,The Pint restaurant photo,,owner_submission,owner_attestation,,The Pint,needs_review
osm-node-5502383597-the-seahorse-tavern,The Seahorse Tavern,North End,,,,,,,,,,The Seahorse Tavern restaurant photo,,owner_submission,owner_attestation,,The Seahorse Tavern,needs_review
osm-node-9239328852-the-submarine,The Submarine,South End,,,,,,,,,,The Submarine restaurant photo,,owner_submission,owner_attestation,,The Submarine,needs_review
osm-node-12984620294-the-wine-spa,The Wine Spa,Downtown,,,,,,,,,,The Wine Spa restaurant photo,,owner_submission,owner_attestation,,The Wine Spa,needs_review
osm-node-11695100949-tim-horton-s-express,Tim Horton's Express,Halifax Peninsula,,,,,,,,,,Tim Horton's Express restaurant photo,,owner_submission,owner_attestation,,Tim Horton's Express,needs_review
osm-node-32335618-tim-hortons,Tim Hortons,Armdale / Fairview,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-33117796-tim-hortons,Tim Hortons,Halifax Peninsula,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-2712637926-tim-hortons,Tim Hortons,Armdale / Fairview,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-2712689446-tim-hortons,Tim Hortons,Downtown,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-2737126855-tim-hortons,Tim Hortons,Armdale / Fairview,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-3799667157-tim-hortons,Tim Hortons,Downtown,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-3957554717-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-4421918890-tim-hortons,Tim Hortons,South End,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-4911809004-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-4924076575-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-4990340201-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-5314180122-tim-hortons,Tim Hortons,Halifax Peninsula,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-7515666126-tim-hortons,Tim Hortons,South End,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-8066235508-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-9208644813-tim-hortons,Tim Hortons,West End,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-9351604576-tim-hortons,Tim Hortons,Armdale / Fairview,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-96156514-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-171149709-tim-hortons,Tim Hortons,Armdale / Fairview,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-173999393-tim-hortons,Tim Hortons,Armdale / Fairview,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-181656702-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-362127526-tim-hortons,Tim Hortons,Halifax Peninsula,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-363363462-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-363957385-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-458947238-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-463882418-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-way-464755243-tim-hortons,Tim Hortons,Dartmouth,,,,,,,,,,Tim Hortons restaurant photo,,owner_submission,owner_attestation,,Tim Hortons,needs_review
osm-node-8267966203-timhortons,TimHortons,Armdale / Fairview,,,,,,,,,,TimHortons restaurant photo,,owner_submission,owner_attestation,,TimHortons,needs_review
osm-node-13098690200-tony-s-world-famous-pizza-and-donair,Tony's World Famous Pizza & Donair,Downtown,,,,,,,,,,Tony's World Famous Pizza & Donair restaurant photo,,owner_submission,owner_attestation,,Tony's World Famous Pizza & Donair,needs_review
osm-node-11526163884-topio-s-pizzeria,Topio's Pizzeria,South End,,,,,,,,,,Topio's Pizzeria restaurant photo,,owner_submission,owner_attestation,,Topio's Pizzeria,needs_review
osm-node-11577595032-transit-cafe,Transit Café,West End,,,,,,,,,,Transit Café restaurant photo,,owner_submission,owner_attestation,,Transit Café,needs_review
osm-node-3800896258-treats,Treats,Downtown,,,,,,,,,,Treats restaurant photo,,owner_submission,owner_attestation,,Treats,needs_review
osm-node-11577591863-truly-tasty,Truly Tasty,Halifax Peninsula,,,,,,,,,,Truly Tasty restaurant photo,,owner_submission,owner_attestation,,Truly Tasty,needs_review
osm-node-771698131-tug-s-pub,Tug's Pub,Downtown,,,,,,,,,,Tug's Pub restaurant photo,,owner_submission,owner_attestation,,Tug's Pub,needs_review
osm-node-3801270657-turbo-chicken-burger-and-milkshakes,Turbo Chicken Burger and Milkshakes,Halifax Peninsula,,,,,,,,,,Turbo Chicken Burger and Milkshakes restaurant photo,,owner_submission,owner_attestation,,Turbo Chicken Burger and Milkshakes,needs_review
osm-node-11695082784-tusket-falls-beer-project,Tusket Falls Beer Project,North End,,,,,,,,,,Tusket Falls Beer Project restaurant photo,,owner_submission,owner_attestation,,Tusket Falls Beer Project,needs_review
osm-node-13286458034-vandal-doughnuts,Vandal Doughnuts,Downtown,,,,,,,https://vandaldoughnuts.ca/,,,Vandal Doughnuts restaurant photo,,owner_submission,owner_attestation,,Vandal Doughnuts,needs_review
osm-node-12143325436-vero-pizza,Vero Pizza,Dartmouth,,,,,,,,,,Vero Pizza restaurant photo,,owner_submission,owner_attestation,,Vero Pizza,needs_review
osm-node-8066235503-villa-madina,Villa Madina,Dartmouth,,,,,,,,,,Villa Madina restaurant photo,,owner_submission,owner_attestation,,Villa Madina,needs_review
osm-node-2714682321-vinnie-s-pub,Vinnie's Pub,Armdale / Fairview,,,,,,,,,,Vinnie's Pub restaurant photo,,owner_submission,owner_attestation,,Vinnie's Pub,needs_review
osm-node-8762146265-waegwoltic-dining-room,Waegwoltic Dining Room,South End,,,,,,,,,,Waegwoltic Dining Room restaurant photo,,owner_submission,owner_attestation,,Waegwoltic Dining Room,needs_review
osm-node-5150731134-way2roll,Way2Roll,Downtown,,,,,,,https://way2roll.ca/,,,Way2Roll restaurant photo,,owner_submission,owner_attestation,,Way2Roll,needs_review
osm-node-11804177515-weird-harbour,Weird Harbour,Downtown,,,,,,,,,,Weird Harbour restaurant photo,,owner_submission,owner_attestation,,Weird Harbour,needs_review
osm-node-9074877149-welcome-espresso,Welcome Espresso,North End,,,,,,,,,,Welcome Espresso restaurant photo,,owner_submission,owner_attestation,,Welcome Espresso,needs_review
osm-node-4924076574-wendy-s,Wendy's,Dartmouth,,,,,,,,,,Wendy's restaurant photo,,owner_submission,owner_attestation,,Wendy's,needs_review
osm-way-98830026-wendy-s,Wendy's,Dartmouth,,,,,,,,,,Wendy's restaurant photo,,owner_submission,owner_attestation,,Wendy's,needs_review
osm-way-173999394-wendy-s,Wendy's,Armdale / Fairview,,,,,,,,,,Wendy's restaurant photo,,owner_submission,owner_attestation,,Wendy's,needs_review
osm-way-358577248-wendy-s,Wendy's,Dartmouth,,,,,,,,,,Wendy's restaurant photo,,owner_submission,owner_attestation,,Wendy's,needs_review
osm-node-12640857101-west-enders,West Enders,Halifax Peninsula,,,,,,,,,,West Enders restaurant photo,,owner_submission,owner_attestation,,West Enders,needs_review
osm-node-11726312514-westcliff-restaurant-and-convenience,Westcliff Restaurant & Convenience,West End,,,,,,,,,,Westcliff Restaurant & Convenience restaurant photo,,owner_submission,owner_attestation,,Westcliff Restaurant & Convenience,needs_review
osm-node-5043397987-whiskey-s-lounge,Whiskey's Lounge,Dartmouth,,,,,,,,,,Whiskey's Lounge restaurant photo,,owner_submission,owner_attestation,,Whiskey's Lounge,needs_review
